player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Mohammad Ghorbani,IR Iran,MF,25,Unattached,1,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,90.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,21-25
Mohammad Mohebi,IR Iran,MF,27,Rostov,3,244.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,81.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36885245901639346,0.0,0.0,0.0,26-30
Ramin Rezaeian,IR Iran,DF,36,Foolad,3,270.0,2.0,1.0,0.0,0.0,4.0,2.0,0.5,1.0,90.0,2.0,3.0,1.0,18.0,2.0,5.0,0.6666666666666667,0.33333333333333337,0.0,0.0,36-40
Saeid Ezatolahi,IR Iran,MF,29,Unattached,3,264.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,88.0,7.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,0.6818181818181819,0.6818181818181819,26-30
Saleh Hardani,IR Iran,DF,27,Esteghlal,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,26-30
Saman Ghoddos,IR Iran,MF,32,Unattached,3,208.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,69.0,3.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,31-35
Shahriar Moghanlou,IR Iran,FW,31,Unattached,3,88.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,29.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,31-35
Shoja' Khalilzadeh,IR Iran,DF,37,Tractor,3,270.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,90.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.33333333333333337,0.33333333333333337,36-40
Ahmed Basil,Iraq,GK,29,Unattached,2,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Ahmed Maknzi,Iraq,DF,24,Unattached,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21-25
Ahmed Qasem,Iraq,MF,22,Nashville SC,3,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Aimar Sher,Iraq,MF,23,Sarpsborg 08,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Akam Hashim,Iraq,DF,27,Unattached,3,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,90.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,26-30
Ali Al Hamadi,Iraq,FW,24,Ipswich Town,3,180.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,60.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,21-25
Ali Jasim,Iraq,MF,22,Al-Najma,2,129.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,21-25
Ali Yousif,Iraq,FW,30,Unattached,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26-30
Amir Al Ammari,Iraq,MF,28,Cracovia,3,247.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,82.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,0.3643724696356275,0.728744939271255,0.728744939271255,26-30
Ayman Hussein,Iraq,FW,30,Unattached,2,115.0,1.0,0.0,0.0,0.0,3.0,1.0,0.33,1.0,58.0,2.0,1.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,26-30
Frans Dhia Putros,Iraq,DF,32,Unattached,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,31-35
Hussein Ali,Iraq,DF,24,Pogoń Szczecin,2,162.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,81.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,21-25
Ibrahim Bayesh,Iraq,MF,26,Unattached,3,235.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,78.0,3.0,5.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,26-30
Jalal Hassan,Iraq,GK,35,Unattached,2,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-35
Kevin Yakob,Iraq,MF,25,AGF,1,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21-25
Manaf Younis,Iraq,DF,29,Unattached,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26-30
Marko Farji,Iraq,MF,22,Venezia,2,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,21-25
Merchas Doski,Iraq,DF,26,Viktoria Plzeň,3,270.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,90.0,3.0,8.0,0.0,4.0,6.0,9.0,0.0,0.0,0.33333333333333337,0.33333333333333337,26-30
Mohanad Ali,Iraq,FW,25,Unattached,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Mustafa Saadoon,Iraq,DF,25,Unattached,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21-25
Rebin Sulaka,Iraq,DF,34,Unattached,2,43.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0930232558139537,6.27906976744186,31-35
Youssef Amyn,Iraq,MF,22,Unattached,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Zaid Ismail,Iraq,MF,24,Unattached,2,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,21-25
Zaid Tahseen,Iraq,DF,25,Unattached,2,149.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,75.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6040268456375839,0.6040268456375839,21-25
Zidane Iqbal,Iraq,MF,23,Utrecht,3,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,21-25
Ao Tanaka,Japan,MF,27,Leeds United,3,193.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,64.0,6.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,26-30
Ayase Ueda,Japan,FW,27,Feyenoord,4,321.0,2.0,1.0,0.0,0.0,9.0,4.0,0.22,0.5,80.0,6.0,4.0,1.0,0.0,0.0,1.0,0.5607476635514018,0.2803738317757009,0.0,0.0,26-30
Ayumu Seko,Japan,DF,26,Le Havre,2,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26-30
Daichi Kamada,Japan,MF,29,Crystal Palace,4,329.0,2.0,0.0,1.0,0.0,3.0,2.0,0.67,1.0,82.0,2.0,4.0,1.0,4.0,1.0,3.0,0.547112462006079,0.0,0.2735562310030395,0.2735562310030395,26-30
Daizen Maeda,Japan,MF,28,Celtic,3,244.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,81.0,2.0,1.0,1.0,3.0,2.0,3.0,0.36885245901639346,0.0,0.0,0.0,26-30
Hiroki Ito,Japan,DF,27,Bayern Munich,4,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,90.0,7.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,26-30
Junnosuke Suzuki,Japan,DF,22,FC Copenhagen,2,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,22.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0930232558139537,2.0930232558139537,21-25
Junya Itō,Japan,MF,33,Genk,4,216.0,1.0,0.0,0.0,0.0,3.0,1.0,0.33,1.0,54.0,2.0,5.0,0.0,17.0,1.0,2.0,0.41666666666666663,0.0,0.0,0.0,31-35
Kaishū Sano,Japan,MF,25,Mainz 05,3,270.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,90.0,4.0,1.0,0.0,1.0,4.0,2.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,21-25
Keisuke Gotō,Japan,FW,21,Sint-Truiden,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21-25
Keito Nakamura,Japan,MF,25,Reims,4,307.0,1.0,1.0,0.0,0.0,5.0,2.0,0.2,0.5,77.0,3.0,1.0,1.0,9.0,1.0,3.0,0.2931596091205212,0.2931596091205212,0.0,0.0,21-25
Kento Shiogai,Japan,FW,21,Wolfsburg,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Ko Itakura,Japan,DF,29,Ajax,2,128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,64.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.703125,0.0,0.0,26-30
Kōki Ogawa,Japan,FW,28,NEC Nijmegen,3,42.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,26-30
Ritsu Doan,Japan,MF,27,Frankfurt,4,278.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,70.0,6.0,4.0,0.0,5.0,1.0,1.0,0.0,0.32374100719424465,0.0,0.0,26-30
Shogo Taniguchi,Japan,DF,34,Sint-Truiden,3,232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,77.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3879310344827586,0.3879310344827586,31-35
Shuto Machino,Japan,FW,26,Gladbach,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Takefusa Kubo,Japan,MF,25,Real Sociedad,1,74.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,74.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2162162162162162,0.0,0.0,21-25
Takehiro Tomiyasu,Japan,DF,27,Ajax,3,184.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,61.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,26-30
Tsuyoshi Watanabe,Japan,DF,29,Feyenoord,2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,26-30
Yuito Suzuki,Japan,FW,24,Freiburg,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21-25
Yukinari Sugawara,Japan,MF,25,Werder Bremen,4,148.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,37.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,21-25
Yūto Nagatomo,Japan,DF,39,FC Tokyo,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36-40
Zion Suzuki,Japan,GK,23,Parma,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Abdallah Nasib,Jordan,DF,32,Unattached,3,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,31-35
Ali Azaizeh,Jordan,MF,22,Al-Shabab,3,54.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,18.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,21-25
Ali Olwan,Jordan,MF,26,Unattached,3,268.0,1.0,0.0,0.0,0.0,6.0,3.0,0.17,0.3333333333333333,89.0,1.0,4.0,1.0,5.0,1.0,0.0,0.33582089552238803,0.0,0.0,0.0,26-30
Amer Jamous,Jordan,MF,23,Unattached,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Husam Abu Dahab,Jordan,DF,26,Unattached,2,178.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,89.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5056179775280899,0.5056179775280899,26-30
Ihsan Haddad,Jordan,DF,32,Unattached,3,260.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,87.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,0.34615384615384615,0.0,0.0,31-35
Mahmoud Al-Mardi,Jordan,MF,32,Unattached,3,130.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,4.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,31-35
Mo Abualnadi,Jordan,DF,25,Unattached,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Mohammad Abu Hasheesh,Jordan,DF,31,Unattached,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31-35
Mohammad Al-Dawud,Jordan,FW,34,Unattached,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-35
Mohannad Abu Taha,Jordan,DF,23,Unattached,3,264.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,88.0,2.0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,0.34090909090909094,0.34090909090909094,21-25
Musa Al-Taamari,Jordan,FW,29,Rennes,3,215.0,1.0,1.0,0.0,0.0,8.0,3.0,0.13,0.3333333333333333,72.0,2.0,3.0,1.0,0.0,0.0,0.0,0.41860465116279066,0.41860465116279066,0.0,0.0,26-30
Nizar Al Rashdan,Jordan,MF,27,Unattached,3,255.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,85.0,5.0,4.0,0.0,0.0,2.0,5.0,0.3529411764705882,0.0,0.0,0.0,26-30
Noor Al Rawabdeh,Jordan,MF,29,Unattached,3,270.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.33333333333333337,0.0,0.0,26-30
Odeh Al-Fakhouri,Jordan,MF,20,Unattached,3,148.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,49.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,16-20
Saed Al-Rosan,Jordan,DF,29,Unattached,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Salim Obaid,Jordan,DF,34,Unattached,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31-35
Sharara,Jordan,FW,28,Unattached,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,26-30
Yazan Al-Arab,Jordan,DF,30,FC Seoul,3,270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,90.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.33333333333333337,0.33333333333333337,26-30
Yazeed Abulaila,Jordan,GK,33,Unattached,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-35
Cho Gue-sung,Korea Republic,FW,28,Midtjylland,2,31.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.903225806451613,2.903225806451613,26-30
Eom Ji-sung,Korea Republic,MF,24,Swansea City,2,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,21-25
Hwang Hee-chan,Korea Republic,FW,30,Wolves,3,108.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,36.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26-30
Hwang In-beom,Korea Republic,MF,29,Feyenoord,3,263.0,1.0,1.0,0.0,0.0,4.0,2.0,0.25,0.5,88.0,1.0,1.0,0.0,2.0,4.0,2.0,0.34220532319391633,0.34220532319391633,0.0,0.0,26-30
Jens Castrop,Korea Republic,MF,22,Gladbach,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Kim Jin-gyu,Korea Republic,MF,29,Jeonbuk,2,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26-30
Kim Min-jae,Korea Republic,DF,29,Bayern Munich,3,245.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,26-30
Kim Moon-hwan,Korea Republic,MF,30,Daejeon Hana,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26-30
Kim Seung-gyu,Korea Republic,GK,35,FC Tokyo,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-35
Lee Gi-hyuk,Korea Republic,DF,25,Gangwon FC,3,270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,90.0,2.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,0.33333333333333337,0.33333333333333337,21-25
Lee Han-beom,Korea Republic,DF,23,Midtjylland,3,270.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,90.0,7.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,21-25
Lee Jae-sung,Korea Republic,FW,33,Mainz 05,2,117.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,59.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,31-35
Lee Kang-in,Korea Republic,FW,25,PSG,3,270.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,90.0,1.0,7.0,0.0,19.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,21-25
Lee Tae-seok,Korea Republic,MF,23,Austria Wien,2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,3.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,21-25
Oh Hyeon-gyu,Korea Republic,FW,25,Beşiktaş,3,129.0,1.0,0.0,0.0,0.0,4.0,2.0,0.25,0.5,43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6976744186046512,0.0,0.0,0.0,21-25
Paik Seung-ho,Korea Republic,MF,29,Birmingham City,3,204.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,68.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4411764705882353,0.4411764705882353,26-30
Park Jinseob,Korea Republic,DF,30,Zhejiang,2,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Seol Young-woo,Korea Republic,MF,27,Red Star,3,250.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,83.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,26-30
Son Heung-min,Korea Republic,FW,33,LAFC,3,169.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,56.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,31-35
Yang Hyun-jun,Korea Republic,FW,24,Celtic,1,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21-25
Alexis Vega,Mexico,FW,28,Toluca,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Armando González,Mexico,FW,23,Guadalajara,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Brian Gutiérrez,Mexico,MF,22,Guadalajara,4,198.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,,50.0,5.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.4545454545454546,0.4545454545454546,21-25
César Huerta,Mexico,FW,25,Anderlecht,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
César Montes,Mexico,DF,29,Loko Moscow,4,314.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,79.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.28662420382165604,0.8598726114649681,26-30
Edson Álvarez,Mexico,MF,28,West Ham,4,240.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,60.0,5.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,0.375,0.375,26-30
Erik Lira,Mexico,MF,26,Cruz Azul,4,345.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,86.0,3.0,4.0,0.0,2.0,2.0,3.0,0.0,0.2608695652173913,0.0,0.0,26-30
Gilberto Mora,Mexico,MF,17,Tijuana,4,213.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,53.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,16-20
Guillermo Martínez Ayala,Mexico,FW,31,UNAM,2,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-35
Guillermo Ochoa,Mexico,GK,40,Unattached,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36-40
Israel Reyes,Mexico,DF,26,América,4,202.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,51.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,26-30
Jesús Gallardo,Mexico,DF,31,Toluca,5,373.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,75.0,7.0,3.0,0.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,31-35
Johan Vásquez,Mexico,DF,27,Genoa,4,360.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,90.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.25,0.25,26-30
Jorge Sánchez,Mexico,DF,28,PAOK,4,348.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,87.0,5.0,1.0,1.0,6.0,5.0,4.0,0.0,0.25862068965517243,0.25862068965517243,0.25862068965517243,26-30
Julián Quiñones,Mexico,FW,29,Al-Qadsiah,5,410.0,4.0,1.0,0.0,0.0,14.0,6.0,0.29,0.6666666666666666,82.0,5.0,7.0,1.0,3.0,0.0,0.0,0.8780487804878049,0.21951219512195122,0.0,0.0,26-30
Luis Chávez,Mexico,MF,30,Dynamo Moskva,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26-30
Luis Romo,Mexico,MF,31,Guadalajara,4,264.0,1.0,1.0,0.0,0.0,3.0,1.0,0.33,1.0,66.0,1.0,3.0,0.0,1.0,4.0,4.0,0.34090909090909094,0.34090909090909094,0.0,0.0,31-35
Mateo Chávez,Mexico,DF,22,AZ Alkmaar,1,77.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0,1.0,1.0,0.0,1.0,0.0,1.0,1.168831168831169,0.0,0.0,0.0,21-25
Obed Vargas,Mexico,MF,20,Atlético Madrid,3,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16-20
Orbelín Pineda,Mexico,FW,30,AEK Athens,2,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Raúl Jiménez,Mexico,FW,35,Fulham,4,317.0,3.0,0.0,0.0,0.0,18.0,7.0,0.11,0.42857142857142855,79.0,7.0,2.0,2.0,0.0,0.0,1.0,0.8517350157728707,0.0,0.0,0.0,31-35
Raúl Rangel,Mexico,GK,26,Guadalajara,5,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-30
Roberto Alvarado,Mexico,FW,27,Guadalajara,5,428.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,,86.0,3.0,5.0,1.0,36.0,2.0,3.0,0.0,0.6308411214953271,0.0,0.0,26-30
Santiago Giménez,Mexico,FW,25,Milan,4,86.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21-25
Álvaro Fidalgo,Mexico,MF,29,Real Betis,3,96.0,1.0,0.0,0.0,0.0,3.0,2.0,0.33,0.5,32.0,0.0,2.0,0.0,4.0,1.0,0.0,0.9375,0.0,0.0,0.0,26-30
